Visual Apparent Magnitude of the Star,Distance Between the Star and the Earth,Standard Error of star ad earth,B-V color index,Spectral type,Absolute Magnitude of the Star,star
10.26,-3.99,1.96,0.05,B2II-III,18.264866,Dwarf
8.07,4.56,0.99,0.17,A2/A3IV,16.364824,Gaint
7.5,5.44,0.97,1.008,K1III,16.177994,Dwarf
7.23,14.56,0.76,0.33,F3V,18.045807,Gaint
8.8,0.86,1.08,0.137,A2V,13.472492,Gaint
7.76,3.9,0.98,1.11,K2II...,15.715323,Dwarf
8.71,9.85,1.27,0.555,F8V,18.677181,Gaint
7.36,5.48,0.98,0.943,G8III,16.053904,Dwarf
8.14,12.13,0.97,0.427,F5Vvar,18.559303,Gaint
6.83,4.13,0.55,0.028,A1V,14.90975,Gaint
8.48,0.78,2.29,0.963,K4III,12.940473,Dwarf
9.07,6.71,1.76,0.47,F0V,18.203613,Gaint
6.09,4.64,0.51,1.361,K3III,14.42259,Dwarf
8.68,3.13,0.79,0.053,B8III,16.157722,Dwarf
4.63,10.12,0.43,1.185,K0II-III SB,14.655902,Dwarf
6.99,7.37,1.03,1.219,K2III/IV,16.327337,Gaint
10.15,4.6,1.77,0.67,G3/G5V,18.463789,Gaint
8.58,2.73,0.84,1.19,K1III,15.760814,Dwarf
9.6,9.55,1.55,0.712,G3V,19.500017,Gaint
7.65,3.22,0.89,1.334,K4III,15.18928,Dwarf
8.6,4.59,1.15,0.433,F2V,16.909065,Gaint
9.32,2.5,1.42,1.06,K0III,16.3097,Dwarf
6.76,0.59,0.78,0.316,B8Ib,10.61426,Dwarf
8.88,2.71,0.88,1.178,K1/K2III,16.044846,Dwarf
7.73,1.45,0.83,1.584,M3/M4III,13.53684,Dwarf
8.35,2.74,1.05,1.31,K2III,15.5387535,Dwarf
8.36,34.97,0.79,0.87,K2V,21.078478,Gaint
8.66,4.15,0.77,0.508,F3IV,16.75024,Gaint
8.37,0.52,1.44,1.514,K3III,11.950016,Dwarf
8.84,3.9,1.14,0.162,A1V,16.795322,Gaint
8.06,4.47,1.14,1.485,K4III,16.311539,Dwarf
7.27,36.15,0.8,0.681,G8IV+...,20.060541,Gaint
6.47,0.67,0.86,-0.19,B2Ve,10.600374,Gaint
8.81,1.97,1.1,1.077,K0III,15.282331,Dwarf
9.11,2.87,1.19,0.905,K0III,16.39941,Dwarf
8.96,1.96,1.12,0.068,A1V,15.421281,Gaint
7.82,3.03,1.01,0.465,F5III/IV,15.227213,Gaint
7.7,0.42,0.95,1.595,K3III,10.816246,Dwarf
8.97,7.35,0.95,0.751,G8V,18.301437,Gaint
8.27,0.86,1.19,1.094,K1III:,12.9424925,Dwarf
8.84,4.96,1.36,0.983,G8III/IV,17.31741,Gaint
9.18,3.3,1.17,1.037,G8III,16.77257,Dwarf
5.71,2.48,0.56,2.419,C5II,12.682259,Dwarf
8.08,6.46,1.01,0.246,B9V,17.131163,Gaint
6.7,8.81,0.62,0.392,F2V,16.42488,Gaint
5.08,98.54,0.45,0.714,G5V,20.048061,Gaint
9.27,3.72,0.94,1.336,K2III,17.122715,Dwarf
9.63,15.86,1.8,1.035,K0V,20.631516,Gaint
6.25,5.3,0.88,1.133,K2III:,14.871379,Dwarf
7.31,3.37,0.69,-0.07,B7/B8II/III,14.948149,Dwarf
10.32,17.04,1.51,0.863,G8V,21.477348,Gaint
8.05,2.27,1.08,1.403,K2III,14.83013,Dwarf
8.16,2.48,1.17,0.909,G8III,15.132257,Dwarf
9.93,5.47,0.99,0.534,F5/F6Vw...,18.619938,Gaint
8.41,1.93,0.71,1.477,K4III,14.837786,Dwarf
5.89,11.63,0.65,0.022,A1V,16.217897,Gaint
9.26,4.75,0.84,0.743,G5/G6V,17.643469,Gaint
8.56,1.36,1.25,1.107,K0III,14.227695,Dwarf
9.16,7.16,0.87,0.448,F0V,18.434565,Gaint
6.74,7.67,0.87,0.993,G8III-IV,16.163977,Gaint
8.37,0.14,1.06,1.453,K3III,9.10064,Dwarf
5.46,11.79,0.85,0.079,A1V,15.817569,Gaint
8.84,4.37,1.17,1.042,K0III,17.042408,Dwarf
7.16,2.54,1.13,0.765,G0Ib,14.184168,Dwarf
6.32,9.37,0.51,0.845,G5IV,16.178698,Gaint
7.25,5.03,1.46,0.722,G5III,15.75784,Dwarf
9.07,67.69,1.78,1.358,M0V,23.222622,Gaint
8.13,3.19,0.83,1.633,K5/M0III,15.648954,Dwarf
7.96,6.79,0.95,0.622,F8V,17.11935,Gaint
7.63,10.47,0.85,0.843,G8V,17.729733,Gaint
9.18,4.82,1.39,1.386,G8/K0IV,17.595236,Gaint
7.47,1.43,0.74,1.505,K3III,13.246679,Dwarf
7.6,6.26,0.97,0.127,A2IV,16.582872,Gaint
8.43,6.07,1,0.389,F3IV/V,17.345943,Gaint
8.72,3.96,1.18,1.084,G8IV,16.708477,Gaint
6.47,2.6,0.63,1.57,M3/M4III,13.544867,Dwarf
10,11.52,2.2,0.74,G8IV/V,20.307262,Gaint
7.44,5.87,1.19,1.06,K0IV,16.283192,Gaint
7.28,6.41,0.55,1.28,K3IIICN...,16.314291,Dwarf
8.16,11.86,1.23,0.495,F7V,18.530424,Gaint
8.04,5.12,1.11,1.201,K0III,16.58635,Dwarf
7.63,2.74,0.58,1.271,K2III,14.818753,Dwarf
7.09,7.18,0.61,1.044,K0III-IV,16.370623,Gaint
6.59,26.81,0.72,0.48,F5V,18.731483,Gaint
9.32,7.79,0.94,0.554,F7V,18.777687,Gaint
8.81,4.69,0.74,0.486,F5IV/V,17.165865,Gaint
6.47,9.75,0.57,0.183,A5Vn,16.415022,Gaint
7.28,5.24,1.07,0.027,B6:Vn...,15.8766575,Gaint
7.62,24,0.66,0.592,G2V,19.521057,Gaint
7.67,3.93,0.58,0.99,K0III,15.641963,Dwarf
7.44,5.03,0.81,1.151,K1III,15.94784,Dwarf
5.99,13.73,0.58,1.318,K5III,16.678352,Dwarf
6.99,7.75,0.95,0.006,A0V,16.436508,Gaint
9.22,1.18,1.44,1.129,K1III,14.579411,Dwarf
7.23,1.05,0.59,-0.175,B2.5V,12.335947,Gaint
8.01,3.16,0.94,1,G6III,15.508436,Dwarf
7.18,4.32,1.03,0.994,K0III,15.357418,Dwarf
9.45,5.93,5.93,0.83,G5III,18.315273,Dwarf
5.81,4.8,0.54,-0.133,B4V,14.216206,Gaint
7.83,4.49,0.87,1.099,K1III,16.091232,Dwarf
7.13,0.34,0.65,-0.124,B6Vnn,9.787395,Gaint
7.18,2.66,0.84,-0.001,B8III,14.304409,Dwarf
7.57,9.85,0.86,0.544,F7Vws,17.537182,Gaint
8.96,2.04,1.22,0.258,A2V,15.508151,Gaint
6.93,9.49,0.94,0.02,A0V,16.81633,Gaint
8.13,3.26,0.79,0.89,G5III,15.696089,Dwarf
8.41,3.38,0.69,-0.01,B9.5IV,16.054585,Gaint
8.29,14.38,1.03,0.65,G2V,19.078794,Gaint
8.85,7.62,1.32,0.66,F7IV,18.259775,Gaint
5.38,12.69,0.72,1.069,K0III,15.897309,Dwarf
7.66,4.36,0.86,0.955,G6/G8III,15.857432,Dwarf
8.48,2.84,0.92,1.213,K2III,15.746592,Dwarf
7.95,3.48,0.67,1.132,K0III,15.657896,Dwarf
7.58,3.6,0.86,1.42,K3III,15.361513,Dwarf
9.59,7.54,1.18,0.613,G5V,18.976856,Gaint
8.92,3.23,1.21,-0.043,B8V,16.466013,Gaint
6.36,21.94,0.75,0.505,F7V,18.066183,Gaint
9.39,3.21,1.41,0.852,G5III,16.922525,Dwarf
8.36,0.24,1.12,1.05,G8III,10.261056,Dwarf
9.15,12.51,1.53,0.609,F8V,19.636288,Gaint
8.01,2.3,1.08,-0.05,B8/B9V,14.81864,Gaint
8.53,5.57,0.8,1.084,K1/K2III,17.259275,Dwarf
8.71,7.91,1,0.949,K0III/IV,18.200882,Gaint
8.63,1.95,0.85,-0.019,B8/B9V,15.0801735,Gaint
8.23,2.15,1.17,1.637,K1/K2V,14.892192,Gaint
9.79,26.04,1.68,1.13,K5V,21.868204,Gaint
7.5,3.6,0.81,-0.067,B5III,15.281513,Dwarf
8.63,3.91,1.14,1.005,K1III,16.590885,Dwarf
5.76,33.23,1.33,0.415,F3V,18.367653,Gaint
5.67,7.77,0.83,1.24,K2III,15.122106,Dwarf
9.37,128.28,1.44,1.508,M2V,24.910795,Gaint
8.33,2.73,1.15,1.695,M1III:,15.510814,Dwarf
7.99,4.01,0.67,1.173,K1III,16.005722,Dwarf
8.59,-0.16,1.32,1.611,K5/M0III,9.6105995,Dwarf
9.15,4.23,1.05,0.608,G2V,17.281702,Gaint
4.74,1.72,0.46,0.137,A5II,10.917643,Dwarf
7.08,3,1.49,0.039,A0IV,14.465607,Gaint
9.52,2.74,2.06,0.537,F3/F5V,16.708754,Gaint
9.31,4.99,1.6,0.626,F7V,17.800503,Gaint
7.35,1.05,0.96,0.082,A1/A2IV,12.455946,Gaint
7.99,10.9,1.33,0.318,A9V,18.177132,Gaint
9.45,3.06,1.55,0.724,G2/G3IV/V,16.878607,Gaint
8.5,2.04,1,1.183,K0IIICN...,15.048151,Dwarf
7.57,0.8,0.79,1.565,K3III,12.08545,Dwarf
9.95,0.11,1.73,0.15,A6V,10.156963,Gaint
7.05,-0.07,0.71,-0.183,B2III,6.2754903,Dwarf
8.64,3.77,1.44,1.205,K1III,16.521708,Dwarf
9.13,-0.86,1.78,1.61,K3/K4III,13.802492,Dwarf
9.03,9.58,1.24,0.598,F8V,18.936827,Gaint
9.21,-0.48,1.24,-0.12,B8IIp: (Si),12.616206,Dwarf
9.75,16.38,2.25,0.67,G6V,20.82157,Gaint
6.94,5.42,0.83,0.013,B9V,15.609997,Gaint
6.61,1.61,0.9,1.851,M5III,12.644129,Dwarf
8.16,2.01,1.04,1.433,K3III,14.67598,Dwarf
7.87,2.62,0.67,1.204,K1II/III,14.961507,Dwarf
6.94,2.48,0.97,1.2,K1III,13.912258,Dwarf
9.02,3.11,0.76,1.23,K0III,16.483803,Dwarf
8.91,20.55,2.38,0.91,K0/K1Vp,20.47406,Gaint
6.59,17.45,0.67,0.449,F6IV,17.798977,Gaint
5.86,3.47,0.63,0.948,G8III,13.561647,Dwarf
8.14,1.32,0.9,-0.163,B2V(n),13.74287,Gaint
7.75,1.69,0.89,1.5,K4III,13.889433,Dwarf
8.15,0.44,0.97,1.348,K1/K2III,11.367263,Dwarf
8.06,2.25,1.17,0.764,F8Ib/II,14.820913,Dwarf
6.43,3.97,0.56,-0.168,B5IV,14.423952,Gaint
7.93,-1.02,0.94,-0.045,B5/B6IV:,12.973001,Gaint
7.81,5.12,1.03,0.922,G8III,16.35635,Dwarf
7.65,3.97,0.82,1.011,K0III,15.643953,Dwarf
6.53,0.32,0.69,1.524,K2/K3II,9.05575,Dwarf
8.43,10.72,1.24,0.892,K0V,18.580975,Gaint
8.43,2.78,1.28,1.247,K1III,15.650225,Dwarf
8.99,2.61,1.96,0,B9.5V,16.073202,Gaint
9.61,0.69,1.47,0.816,G5/G6V,13.804245,Gaint
9.08,8.8,1.37,0.982,K0/K1IV,18.802414,Gaint
7.27,5.01,0.97,1.369,K3III,15.769188,Dwarf
6.61,4.2,0.51,0.974,G6/G8III,14.726246,Dwarf
8.03,3.35,0.93,0.955,K1II,15.655224,Dwarf
9.63,26.08,1.42,1.078,K3V,21.711536,Gaint
6.49,14.68,0.68,0.43,F3V,17.323631,Gaint
8.32,8.3,0.95,0.495,F5V,17.91539,Gaint
8.46,1.93,0.78,0.999,K0III,14.887787,Dwarf
10.53,5.56,2.17,0.447,F0V,19.255375,Gaint
7.84,4.11,1.01,1.015,K0III,15.909209,Dwarf
9.38,63.43,2.16,1.432,K9V...,23.391474,Gaint
9.49,4.05,1.88,1.05,K0III,17.527275,Dwarf
8.32,1.01,1.47,0.02,B1:Vn,13.341606,Gaint
8.32,1.75,0.84,1.575,K3/K4III,14.535191,Dwarf
8.21,9.28,1.01,0.371,A8IV,18.04774,Gaint
6.16,8.09,0.48,-0.032,A0IV/V,15.699742,Gaint
6.71,8.98,0.69,0.02,A0V,16.476383,Gaint
5.62,20.2,0.95,0.181,A4V,17.146755,Gaint
8.84,2.63,1.83,1.434,K2III,15.939779,Dwarf
8.81,3.69,0.79,0.007,B9V,16.645132,Gaint
7.09,3.79,0.99,1.229,K1III,14.983196,Dwarf
7.13,4.44,1.09,-0.046,B9IVp (Si),15.366915,Gaint
8.18,17.03,1.06,0.563,F8V,19.336073,Gaint
8.71,31.63,1.16,0.92,K2V,21.210495,Gaint
7.68,6.26,0.7,-0.002,A0Vn,16.662872,Gaint
7.62,5.23,1.08,1.098,K0III,16.21251,Dwarf
6.98,3.36,0.89,1.548,K4/K5III,14.611696,Dwarf
10.48,25.82,2.04,1.4,M0V,22.539782,Gaint
8.67,9.9,1.47,0.524,F6V,18.648176,Gaint
8.63,1.46,0.74,-0.012,B8V,14.451765,Gaint
7.09,2.97,0.59,-0.032,B9V,14.453782,Gaint
10.34,3.05,3.42,0.335,A9V,17.7615,Gaint
8.05,13.78,1.11,0.737,G5III,18.746246,Dwarf
6.86,4.6,0.77,1.443,K3III,15.17379,Dwarf
8.32,3.67,1.25,1.345,K3III,16.14333,Dwarf
9.51,3.53,1.29,0.443,F2V,17.248875,Gaint
9.05,-1.58,1.58,1.568,K3/K4III:,15.043285,Dwarf
8.97,2.93,1.24,1.154,K1III,16.304338,Dwarf
7.75,9.99,0.85,0.313,F0IV:,17.747828,Gaint
8.24,3.75,0.92,0.74,G8/K0III+..,16.110157,Dwarf
8.52,2.55,0.98,1.116,K1III,15.552701,Dwarf
7.82,3.68,0.87,1.38,K3III,15.64924,Dwarf
8.45,10.97,1.14,0.593,F7/F8V,18.651033,Gaint
9.87,3.36,1.53,1.087,G8/K0V,17.501698,Gaint
8.73,4.83,1.15,0.54,F5V,17.149734,Gaint
9.47,3.24,1.49,0.367,A9V,17.022724,Gaint
8.2,7.29,1.02,0.341,F2V,17.513638,Gaint
6.6,205.22,0.81,1.326,K8V,23.161098,Gaint
7.17,5.06,0.83,0.331,F3II,15.690752,Dwarf
8.07,1.76,0.97,1.557,K4III,14.297564,Dwarf
7.76,5.97,0.72,1.08,K0III,16.639872,Dwarf
7.91,2.14,0.65,-0.039,B9III/IV,14.562069,Gaint
9.01,3.07,1.21,1.212,K2III,16.445692,Dwarf
7.13,7.37,0.79,0.996,G8III/IV,16.467339,Gaint
6.64,6.37,0.84,0.347,A5IIIs,15.660696,Dwarf
9.84,4,1.67,0.186,A4IV,17.8503,Gaint
8.43,1.56,1.05,1.137,K1II/III,14.395623,Dwarf
8.93,2.72,0.9,1.435,K3III,16.102844,Dwarf
5.69,5.34,0.5,1.562,M0III,14.327705,Dwarf
8.27,0.16,1.05,1.34,K3III,9.2906,Dwarf
6.62,17.17,0.71,0.333,F2V,17.79385,Gaint
9.18,6.6,1.46,0.612,F3V,18.277721,Gaint
6.51,21.43,0.98,0.5,F7V,18.165112,Gaint
9.81,9.82,1.25,0.714,G8/K0V,19.770557,Gaint
6.06,5.99,0.49,-0.118,B9IV-Vp...,14.947134,Gaint
7.09,2.98,0.99,-0.006,B9IIIe...,14.4610815,Dwarf
8.97,1.29,1.06,-0.13,B2III,14.522949,Dwarf
5.18,18.87,0.8,1.161,K1III,16.55886,Dwarf
8.84,2.96,1.06,0.5,F3V,16.196459,Gaint
5.75,0.81,0.64,0.295,B9Ia,10.292425,Dwarf
9.1,5.36,1.1,0.563,G1/G2V,17.745825,Gaint
8.97,1.33,1.06,1.601,K2III,14.589258,Dwarf
8.98,3.59,1.32,1.551,K4III,16.755472,Dwarf
7.11,8.19,2.48,0.7,K1III,16.67642,Dwarf
5.43,4.71,0.89,0.904,G0Ib,13.795105,Dwarf
8.96,-0.16,1.13,0.062,B5IV,9.9806,Gaint
8.91,8.1,1.4,0.463,F6V,18.452425,Gaint
8.31,2.5,0.74,1.216,K1III,15.299701,Dwarf
5.68,10.24,0.65,0.981,K0III,15.731499,Dwarf
8.18,3.78,5.01,0.353,A1Vp,16.06746,Gaint
9.33,5.01,1.49,1.104,K0/K1III,17.82919,Dwarf
3.72,23.22,0.91,1.01,K0III,15.549312,Dwarf
9.18,2.82,1.93,0.86,G8III,16.431246,Dwarf
8.1,2.55,1.11,0.1,B9IV/V,15.132701,Gaint
6.75,13.13,0.73,0.371,F2IV,17.341324,Gaint
9.12,8.08,1.15,0.48,F2V,18.657057,Gaint
8.88,3.59,0.83,1.144,K1III,16.655472,Dwarf
9.58,12.22,1.01,0.625,G3V,20.015356,Gaint
7.78,4.7,0.96,1.171,K0III,16.14049,Dwarf
8.41,5.68,1.08,0.541,F2III,17.181742,Dwarf
6.8,5.71,0.75,1.293,K3III,15.58318,Dwarf
8.07,3.23,0.97,0.201,B5III,15.616013,Dwarf
9.76,1.47,1.62,2.604,C5II,15.596587,Dwarf
7.07,5.13,0.87,1.258,K2III,15.620586,Dwarf
7.99,-0.09,0.97,1.5,M1Iab:var,7.7612123,Dwarf
6.11,10.85,0.55,0.041,A0V,16.28715,Gaint
8.31,5.99,1,0.215,A3II/III,17.197136,Dwarf
7.44,2.28,0.85,1.148,G8III,14.229674,Dwarf
7.65,3.65,0.82,1.495,K5III,15.461465,Dwarf
7.17,5.95,0.94,1.18,K1III,16.042583,Dwarf
7.17,3.49,0.6,1.626,M4III:,14.884128,Dwarf
10,7.29,2.39,0.504,F5V,19.313637,Gaint
9.14,13.72,1.53,0.587,G3V,19.82677,Gaint
5.76,5.06,0.93,0.067,A2V,14.280752,Gaint
9.27,4.33,1.53,0.667,G0IV/V,17.45244,Gaint
7.96,6.02,0.87,1.212,K2III,16.857983,Dwarf
7.17,1.48,0.84,0.958,G8III,13.021309,Dwarf
9.16,1.12,1.42,1.165,K0III,14.40609,Dwarf
9.53,5.44,1.43,0.09,A1V,18.207994,Gaint
8.47,12.68,1.63,0.54,F8V,18.985596,Gaint
7.83,1.1,0.94,-0.017,B8/B9II,13.036963,Dwarf
6.76,4.91,0.82,1.025,K0III,15.215408,Dwarf
8.44,5.54,1.22,0.965,K0III,17.157547,Dwarf
7.59,17.88,0.98,0.607,G3V,18.851837,Gaint
8.07,4.69,0.65,-0.018,A0V,16.425865,Gaint
9.03,2.1,0.88,0.953,G8IV,15.641096,Gaint
5.66,8.87,0.89,-0.064,B8V,15.399618,Gaint
7.44,24.54,0.94,0.63,G1V,19.389372,Gaint
8.85,6.59,1.69,0.461,F3V,17.944427,Gaint
7.41,6.25,0.63,1.253,K1/K2III,16.3894,Dwarf
9.56,-0.97,1.68,0.993,K0III,14.493859,Dwarf
7.82,2.43,0.71,0.182,A5V,14.748032,Gaint
4.8,3.77,0.56,-0.166,B1.5Vp,12.681707,Gaint
6.5,2.17,0.52,-0.098,B4/B5III/IV,13.182299,Gaint
8.65,3.71,1.08,0.851,G6IV,16.49687,Gaint
7.86,2.77,0.85,-0.099,B7III:,15.072399,Dwarf
9.6,15.68,1.02,0.976,K2/K3V,20.57673,Gaint
8.45,6.27,1.17,1.231,K1III,17.436337,Dwarf
8.41,4.85,1.09,1.047,K0IIICN...,16.838707,Dwarf
5.31,4.73,0.78,-0.001,A0IIIn,13.684305,Dwarf
9.01,0.41,1.32,1.263,K1III,12.073919,Dwarf
7.78,2.32,0.67,1.353,K2/K3II,14.60744,Dwarf
5.57,8.78,0.84,1.178,K3III,15.287474,Dwarf
7.76,1.91,0.72,-0.062,B6V,14.165167,Gaint
8.63,3.3,1.27,1.057,K0III,16.222569,Dwarf
10.27,11.13,5.45,0.05,A0/A1V,20.502476,Gaint
8.04,5.4,0.82,0.086,A1/A2V,16.70197,Gaint
8.02,2.85,1.3,1.2,G8III,15.294225,Dwarf
8.44,10.35,1.69,0.554,F5V,18.514702,Gaint
6.97,4.2,0.67,-0.106,B7V,15.0862465,Gaint
10.82,4.31,1.84,0.222,A5V,18.992386,Gaint
8.43,2.1,0.69,-0.093,B7/B8V,15.041097,Gaint
10.61,22.07,2.03,1.174,K7III,22.329012,Dwarf
9.85,1.65,1.35,1.176,K2III:,15.93742,Dwarf
8.91,1.88,1.32,1.18,K1III,15.280789,Dwarf
8.15,5.07,0.91,0.45,F4III,16.67504,Dwarf
8.27,2.3,1.13,-0.18,B3II/III,15.07864,Dwarf
8.01,2.73,0.74,-0.009,B9II/III,15.190814,Dwarf
8.04,1.67,1.17,0.41,A2III,14.153582,Dwarf
6.66,8.03,0.57,1.22,K2III,16.183578,Dwarf
10.06,2.85,1.1,0.51,F7/F8V,17.334225,Gaint
8.92,1.75,1.11,0.976,G8/K0III,15.135191,Dwarf
5.1,6.37,0.46,-0.128,B6V,14.120697,Gaint
9.38,3.09,1.39,0.216,A5IV,16.829792,Gaint
7.43,10.61,0.83,0.539,F6V,17.558577,Gaint
9.2,12.65,0.8,0.598,G2/G3V,19.710453,Gaint
8.24,5.57,0.66,0.271,A6V,16.969276,Gaint
8.04,13.81,1.48,0.48,F5V,18.740969,Gaint
10.38,37.32,1.99,1.153,K7V,23.239708,Gaint
6.88,3.81,0.84,0.646,K0III+...,14.784625,Dwarf
6.4,3.8,0.6,1.456,K2/K3III,14.298918,Dwarf
7.68,5.01,0.93,0.092,A1IV/V,16.179188,Gaint
9.82,11.48,1.69,0.731,G6V,20.119709,Gaint
8.67,0.6,1.25,1.066,K0III,12.560757,Dwarf
7.44,1.86,1.07,1.134,K1III,13.787565,Dwarf
8.48,16.99,1.25,0.642,G2/G3V,19.630966,Gaint
8.77,1.03,1.06,1.136,K1/K2III,13.834187,Dwarf
6.68,4.27,0.9,1.488,M0III,14.83214,Dwarf
7.45,4.93,0.88,0.429,A9III,15.914234,Dwarf
9.66,1.1,2.31,0.411,B2/B3II,14.866963,Dwarf
8.44,1.51,0.79,1.3,K2III,14.334885,Dwarf
8.52,2.22,1.16,1.232,K2V,15.251766,Gaint
8.39,10.53,1.1,0.56,G0V,18.502144,Gaint
7.4,2.93,0.8,-0.018,B7II,14.734339,Dwarf
7.68,7.43,0.82,0.256,A7/A8III,17.034945,Dwarf
7.22,4.99,0.6,1.088,K1III,15.710503,Dwarf
9.34,0.03,1.3,1.423,K2III,6.7256064,Dwarf
6.4,8.94,0.83,1.029,K0III,16.156689,Dwarf
8.11,14.58,0.87,0.56,F7V,18.928787,Gaint
8.45,7.68,1,0.564,F8V,17.876804,Gaint
8.84,8.04,1.01,0.412,F3V,18.36628,Gaint
6.99,1.56,1.25,1.972,M2Iab,12.955623,Dwarf
10.16,2.65,1.06,0.234,F2V,17.27623,Gaint
8.62,7.38,1.28,0.423,F4V,17.960281,Gaint
3.95,50.41,0.7,1.037,K1III+...,17.462584,Dwarf
8.18,3.02,0.93,1.112,K2III,15.580035,Dwarf
8.74,2.3,1.18,1.597,M2/M3III,15.548639,Dwarf
6.2,-0.16,0.55,0.075,B1.5Ia,7.2205997,Dwarf
8.69,-1.51,1.86,1.182,G8III,14.584885,Dwarf
6.46,4.18,0.94,1.603,K4III,14.565881,Dwarf
7.12,1.32,0.82,1.427,K2/K3III,12.72287,Dwarf
7.54,2.12,0.78,1.381,K4III,14.1716795,Dwarf
7.78,3.08,0.93,1.165,K1III,15.222754,Dwarf
11.73,21.56,3.09,1.35,M0V:,23.398243,Gaint
7.05,5.17,0.98,1.207,K1III,15.617453,Dwarf
6.1,3.46,0.49,0.397,F0II,13.79538,Dwarf
5.38,4.27,0.54,0.008,B9III,13.53214,Dwarf
8.25,1.4,0.78,1.51,K3III,13.98064,Dwarf
8.41,1.14,1.5,1.528,M1III,13.694524,Dwarf
7.27,1.84,0.98,0.127,B2II,13.5940895,Dwarf
8.51,9.21,1.26,0.67,G2V,18.331299,Gaint
6.47,5.77,0.61,-0.049,B9III,15.275879,Dwarf
9.09,1.25,1.29,0.265,B8II,14.574551,Dwarf
6.3,5.77,0.92,0.857,G6II/III,15.10588,Dwarf
8.89,21.43,2.86,1.15,K4V,20.545113,Gaint
5.55,5.12,0.76,1.489,K3III,14.096351,Dwarf
9.36,1.33,0.87,1.416,K4/K5III:,14.979258,Dwarf
7.29,3.26,0.95,1.786,K4III,14.856089,Dwarf
9.02,44.12,1.66,1.108,K4V,22.243177,Gaint
6.23,18.36,0.59,0.542,F5V,17.549362,Gaint
8.66,2.56,1.01,0.244,A4/A5V,15.7012,Gaint
7.58,3.84,0.88,1.488,K4III,15.501657,Dwarf
8.59,3.93,1.07,0.993,K0III,16.561962,Dwarf
8.38,1.63,1.02,0.46,B9IV,14.440939,Gaint
8.44,-0.11,1.16,1.115,K1/K2III+..,8.646963,Dwarf
8.64,3.11,1.19,1.086,K1III,16.103802,Dwarf
8.86,2.13,0.87,0.267,A7V,15.501898,Gaint
7.02,23.25,1.04,0.526,F7V,18.852116,Gaint
8.73,3.47,1.15,0.853,G6V,16.431646,Gaint
8.6,15.97,0.7,0.594,G1V,19.616526,Gaint
8.46,22.56,1.17,0.685,G5V,20.226696,Gaint
8.54,3.46,1.21,0.078,A0V,16.23538,Gaint
8.51,3.1,1.15,1.043,K1III,15.966808,Dwarf
5.83,6.8,0.62,1.202,K1III,14.992544,Dwarf
6.7,6.12,0.73,1.007,K0III,15.633757,Dwarf
6.34,13.01,0.93,1.176,K2III,16.911386,Dwarf
6.42,-0.81,0.84,-0.189,O9V,10.962425,Gaint
8.76,6.21,1.16,0.527,F8V,17.725458,Gaint
7.52,7.06,0.57,0.293,F2III,16.764023,Dwarf
7.06,5.77,0.86,1.52,K5III,15.865879,Dwarf
8.44,3.44,0.92,0.591,G8III+...,16.122791,Dwarf
7.48,3.1,0.93,1.362,K2/K3III,14.936808,Dwarf
8.36,2.33,2.6,0.02,B9V,15.196779,Gaint
8.73,2.06,1,1.147,K0III,15.2993355,Dwarf
7.64,2.84,0.74,-0.115,B5III,14.906591,Dwarf
7.19,11.18,0.82,0.573,F8IV,17.432209,Gaint
8.59,11.48,0.7,0.499,F5V,18.88971,Gaint
5.71,11.3,0.82,0.874,G6/G8III,15.975392,Dwarf
7.65,8.29,1.17,0.35,F0IV/V,17.242773,Gaint
6.35,25.42,1.05,0.417,F5V,18.37588,Gaint
9.34,4.75,1.67,0.969,G6III,17.723469,Dwarf
8.45,4.2,1.11,1.312,K3III,16.566246,Dwarf
10.1,15.06,4.45,0.746,K1III,20.989124,Dwarf
9.19,-0.17,1.19,1.146,K1III,10.342244,Dwarf
7.28,10.06,0.94,0.198,A4V,17.29299,Gaint
7.97,2.27,1.1,1.009,G8II,14.750129,Dwarf
6.33,10.14,1.02,1.129,K1III,16.36019,Dwarf
7.55,3.44,0.61,1.082,K0II,15.232792,Dwarf
8.18,6.5,1.46,0.566,F3V,17.244568,Gaint
9.26,5.58,0.85,0.534,F8V,17.993172,Gaint
7.14,12.79,0.84,0.435,F6III,17.674353,Dwarf
8.29,4.94,1.23,1.044,K0III,16.758636,Dwarf
8.65,6.11,1.1,0.512,F3/F5V,17.580206,Gaint
7.85,4.16,0.77,1.029,K0III,15.945467,Dwarf
9.13,2.19,2.22,0.701,F5V,15.83222,Gaint
6.94,5.51,0.71,0.9,G8III,15.645758,Dwarf
7.44,3.54,0.97,-0.025,B7/B8IV,15.185017,Gaint
8.52,3.13,1.15,1.389,K2/K3III,15.997723,Dwarf
8.77,0.26,2.67,1.064,G8III,10.844867,Dwarf
7.41,2.25,0.92,1.245,K2/K3III,14.170912,Dwarf
9.28,2.72,1.48,0.474,F2V,16.452845,Gaint
7.75,3.49,0.84,0.375,F0/F2IVm...,15.464128,Gaint
8.4,3.86,1.09,1.019,K0III,16.332935,Dwarf
6.54,12.25,0.67,0.337,F1III,16.980682,Dwarf
9.25,12.99,1.75,0.657,G8/K0V+...,19.818047,Gaint
7.32,4.5,0.67,1.001,G8/K0III,15.586063,Dwarf
9.13,5.65,1,0.456,F2V,17.890244,Gaint
